La orden del cliente: C170 - Con descripcion Food{description='Empanadas', serviceTime=170} ingreso en el tiempo: 170
La orden del cliente: C172 - Con descripcion Food{description='Hamburguesa', serviceTime=172} ingreso en el tiempo: 172
La orden del cliente: C176 - Con descripcion Food{description='Hamburguesa', serviceTime=176} ingreso en el tiempo: 176
La orden del cliente: C177 - Con descripcion Food{description='Pizza', serviceTime=177} ingreso en el tiempo: 177
La orden del cliente: C178 - Con descripcion Food{description='Hamburguesa', serviceTime=178} ingreso en el tiempo: 178
La orden del cliente: C179 - Con descripcion Food{description='Hamburguesa', serviceTime=179} ingreso en el tiempo: 179
La orden del cliente: C180 - Con descripcion Food{description='Asado', serviceTime=180} ingreso en el tiempo: 180
La orden del cliente: C181 - Con descripcion Food{description='Pizza', serviceTime=181} ingreso en el tiempo: 181
La orden del cliente: C182 - Con descripcion Food{description='Pizza', serviceTime=182} ingreso en el tiempo: 182
La orden del cliente: C183 - Con descripcion Food{description='Asado', serviceTime=183} ingreso en el tiempo: 183
La orden del cliente: C184 - Con descripcion Food{description='Hamburguesa', serviceTime=184} ingreso en el tiempo: 184
La orden del cliente: C185 - Con descripcion Food{description='Asado', serviceTime=185} ingreso en el tiempo: 185
La orden del cliente: C189 - Con descripcion Food{description='Hamburguesa', serviceTime=189} ingreso en el tiempo: 189
La orden del cliente: C186 - Con descripcion Food{description='Hamburguesa', serviceTime=186} ingreso en el tiempo: 186
La orden del cliente: C190 - Con descripcion Food{description='Empanadas', serviceTime=190} ingreso en el tiempo: 190
La orden del cliente: C187 - Con descripcion Food{description='Empanadas', serviceTime=187} ingreso en el tiempo: 187
La orden del cliente: C188 - Con descripcion Food{description='Empanadas', serviceTime=188} ingreso en el tiempo: 188
La orden del cliente: C193 - Con descripcion Food{description='Asado', serviceTime=193} ingreso en el tiempo: 193
La orden del cliente: C191 - Con descripcion Food{description='Asado', serviceTime=191} ingreso en el tiempo: 191
La orden del cliente: C195 - Con descripcion Food{description='Empanadas', serviceTime=195} ingreso en el tiempo: 195
La orden del cliente: C192 - Con descripcion Food{description='Asado', serviceTime=192} ingreso en el tiempo: 192
La orden del cliente: C197 - Con descripcion Food{description='Asado', serviceTime=197} ingreso en el tiempo: 197
La orden del cliente: C194 - Con descripcion Food{description='Hamburguesa', serviceTime=194} ingreso en el tiempo: 194
La orden del cliente: C196 - Con descripcion Food{description='Hamburguesa', serviceTime=196} ingreso en el tiempo: 196
La orden del cliente: C199 - Con descripcion Food{description='Empanadas', serviceTime=199} ingreso en el tiempo: 199
La orden del cliente: C198 - Con descripcion Food{description='Asado', serviceTime=198} ingreso en el tiempo: 198
La orden del cliente: C202 - Con descripcion Food{description='Empanadas', serviceTime=202} ingreso en el tiempo: 202
La orden del cliente: C200 - Con descripcion Food{description='Asado', serviceTime=200} ingreso en el tiempo: 200
La orden del cliente: C204 - Con descripcion Food{description='Asado', serviceTime=204} ingreso en el tiempo: 204
La orden del cliente: C201 - Con descripcion Food{description='Asado', serviceTime=201} ingreso en el tiempo: 201
La orden del cliente: C203 - Con descripcion Food{description='Empanadas', serviceTime=203} ingreso en el tiempo: 203
La orden del cliente: C210 - Con descripcion Food{description='Pizza', serviceTime=210} ingreso en el tiempo: 210
La orden del cliente: C205 - Con descripcion Food{description='Asado', serviceTime=205} ingreso en el tiempo: 205
La orden del cliente: C206 - Con descripcion Food{description='Empanadas', serviceTime=206} ingreso en el tiempo: 206
La orden del cliente: C212 - Con descripcion Food{description='Asado', serviceTime=212} ingreso en el tiempo: 212
La orden del cliente: C207 - Con descripcion Food{description='Empanadas', serviceTime=207} ingreso en el tiempo: 207
La orden del cliente: C208 - Con descripcion Food{description='Empanadas', serviceTime=208} ingreso en el tiempo: 208
La orden del cliente: C215 - Con descripcion Food{description='Pizza', serviceTime=215} ingreso en el tiempo: 215
La orden del cliente: C209 - Con descripcion Food{description='Asado', serviceTime=209} ingreso en el tiempo: 209
La orden del cliente: C211 - Con descripcion Food{description='Pizza', serviceTime=211} ingreso en el tiempo: 211
La orden del cliente: C218 - Con descripcion Food{description='Pizza', serviceTime=218} ingreso en el tiempo: 218
La orden del cliente: C219 - Con descripcion Food{description='Empanadas', serviceTime=219} ingreso en el tiempo: 219
La orden del cliente: C220 - Con descripcion Food{description='Empanadas', serviceTime=220} ingreso en el tiempo: 220
La orden del cliente: C213 - Con descripcion Food{description='Empanadas', serviceTime=213} ingreso en el tiempo: 213
La orden del cliente: C222 - Con descripcion Food{description='Pizza', serviceTime=222} ingreso en el tiempo: 222
La orden del cliente: C223 - Con descripcion Food{description='Pizza', serviceTime=223} ingreso en el tiempo: 223
La orden del cliente: C227 - Con descripcion Food{description='Hamburguesa', serviceTime=227} ingreso en el tiempo: 227
La orden del cliente: C214 - Con descripcion Food{description='Empanadas', serviceTime=214} ingreso en el tiempo: 214
La orden del cliente: C229 - Con descripcion Food{description='Asado', serviceTime=229} ingreso en el tiempo: 229
La orden del cliente: C216 - Con descripcion Food{description='Pizza', serviceTime=216} ingreso en el tiempo: 216
La orden del cliente: C217 - Con descripcion Food{description='Pizza', serviceTime=217} ingreso en el tiempo: 217
La orden del cliente: C221 - Con descripcion Food{description='Empanadas', serviceTime=221} ingreso en el tiempo: 221
La orden del cliente: C224 - Con descripcion Food{description='Hamburguesa', serviceTime=224} ingreso en el tiempo: 224
La orden del cliente: C225 - Con descripcion Food{description='Pizza', serviceTime=225} ingreso en el tiempo: 225
La orden del cliente: C226 - Con descripcion Food{description='Pizza', serviceTime=226} ingreso en el tiempo: 226
La orden del cliente: C228 - Con descripcion Food{description='Asado', serviceTime=228} ingreso en el tiempo: 228
La orden del cliente: C230 - Con descripcion Food{description='Hamburguesa', serviceTime=230} ingreso en el tiempo: 230
La orden del cliente: C231 - Con descripcion Food{description='Asado', serviceTime=231} ingreso en el tiempo: 231
La orden del cliente: C232 - Con descripcion Food{description='Empanadas', serviceTime=232} ingreso en el tiempo: 232
La orden del cliente: C233 - Con descripcion Food{description='Asado', serviceTime=233} ingreso en el tiempo: 233
La orden del cliente: C234 - Con descripcion Food{description='Hamburguesa', serviceTime=234} ingreso en el tiempo: 234
La orden del cliente: C236 - Con descripcion Food{description='Asado', serviceTime=236} ingreso en el tiempo: 236
La orden del cliente: C238 - Con descripcion Food{description='Pizza', serviceTime=238} ingreso en el tiempo: 238
La orden del cliente: C244 - Con descripcion Food{description='Empanadas', serviceTime=244} ingreso en el tiempo: 244
La orden del cliente: C235 - Con descripcion Food{description='Hamburguesa', serviceTime=235} ingreso en el tiempo: 235
La orden del cliente: C237 - Con descripcion Food{description='Hamburguesa', serviceTime=237} ingreso en el tiempo: 237
La orden del cliente: C239 - Con descripcion Food{description='Hamburguesa', serviceTime=239} ingreso en el tiempo: 239
La orden del cliente: C247 - Con descripcion Food{description='Pizza', serviceTime=247} ingreso en el tiempo: 247
La orden del cliente: C240 - Con descripcion Food{description='Asado', serviceTime=240} ingreso en el tiempo: 240
La orden del cliente: C241 - Con descripcion Food{description='Empanadas', serviceTime=241} ingreso en el tiempo: 241
La orden del cliente: C242 - Con descripcion Food{description='Hamburguesa', serviceTime=242} ingreso en el tiempo: 242
La orden del cliente: C243 - Con descripcion Food{description='Asado', serviceTime=243} ingreso en el tiempo: 243
La orden del cliente: C245 - Con descripcion Food{description='Hamburguesa', serviceTime=245} ingreso en el tiempo: 245
La orden del cliente: C246 - Con descripcion Food{description='Pizza', serviceTime=246} ingreso en el tiempo: 246
La orden del cliente: C249 - Con descripcion Food{description='Hamburguesa', serviceTime=249} ingreso en el tiempo: 249
La orden del cliente: C250 - Con descripcion Food{description='Hamburguesa', serviceTime=250} ingreso en el tiempo: 250
La orden del cliente: C251 - Con descripcion Food{description='Hamburguesa', serviceTime=251} ingreso en el tiempo: 251
La orden del cliente: C252 - Con descripcion Food{description='Hamburguesa', serviceTime=252} ingreso en el tiempo: 252
La orden del cliente: C254 - Con descripcion Food{description='Pizza', serviceTime=254} ingreso en el tiempo: 254
La orden del cliente: C248 - Con descripcion Food{description='Asado', serviceTime=248} ingreso en el tiempo: 248
La orden del cliente: C255 - Con descripcion Food{description='Pizza', serviceTime=255} ingreso en el tiempo: 255
La orden del cliente: C261 - Con descripcion Food{description='Pizza', serviceTime=261} ingreso en el tiempo: 261
La orden del cliente: C257 - Con descripcion Food{description='Empanadas', serviceTime=257} ingreso en el tiempo: 257
La orden del cliente: C263 - Con descripcion Food{description='Pizza', serviceTime=263} ingreso en el tiempo: 263
La orden del cliente: C253 - Con descripcion Food{description='Hamburguesa', serviceTime=253} ingreso en el tiempo: 253
La orden del cliente: C256 - Con descripcion Food{description='Empanadas', serviceTime=256} ingreso en el tiempo: 256
La orden del cliente: C264 - Con descripcion Food{description='Hamburguesa', serviceTime=264} ingreso en el tiempo: 264
La orden del cliente: C258 - Con descripcion Food{description='Empanadas', serviceTime=258} ingreso en el tiempo: 258
La orden del cliente: C259 - Con descripcion Food{description='Hamburguesa', serviceTime=259} ingreso en el tiempo: 259
La orden del cliente: C266 - Con descripcion Food{description='Pizza', serviceTime=266} ingreso en el tiempo: 266
La orden del cliente: C260 - Con descripcion Food{description='Asado', serviceTime=260} ingreso en el tiempo: 260
La orden del cliente: C267 - Con descripcion Food{description='Hamburguesa', serviceTime=267} ingreso en el tiempo: 267
La orden del cliente: C268 - Con descripcion Food{description='Pizza', serviceTime=268} ingreso en el tiempo: 268
La orden del cliente: C262 - Con descripcion Food{description='Hamburguesa', serviceTime=262} ingreso en el tiempo: 262
La orden del cliente: C269 - Con descripcion Food{description='Hamburguesa', serviceTime=269} ingreso en el tiempo: 269
La orden del cliente: C270 - Con descripcion Food{description='Asado', serviceTime=270} ingreso en el tiempo: 270
La orden del cliente: C271 - Con descripcion Food{description='Hamburguesa', serviceTime=271} ingreso en el tiempo: 271
La orden del cliente: C265 - Con descripcion Food{description='Hamburguesa', serviceTime=265} ingreso en el tiempo: 265
La orden del cliente: C272 - Con descripcion Food{description='Pizza', serviceTime=272} ingreso en el tiempo: 272
La orden del cliente: C273 - Con descripcion Food{description='Pizza', serviceTime=273} ingreso en el tiempo: 273
La orden del cliente: C274 - Con descripcion Food{description='Hamburguesa', serviceTime=274} ingreso en el tiempo: 274
La orden del cliente: C275 - Con descripcion Food{description='Asado', serviceTime=275} ingreso en el tiempo: 275
La orden del cliente: C276 - Con descripcion Food{description='Hamburguesa', serviceTime=276} ingreso en el tiempo: 276
La orden del cliente: C279 - Con descripcion Food{description='Pizza', serviceTime=279} ingreso en el tiempo: 279
